park_name,county,park_identifier,park_address,fire_authority,jurisdiction,mh_spaces,rv_lots_wdrains,rv_lots_wo_drains,operated_by,street_add,city,phone_num,state,zip
PALM VIEW ESTATES,RIVERSIDE,33-10320-MP,"64550 Pierson Blvd, Desert Hot Springs, Ca 92240, (909) 981-2700","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",118.0,0.0,0.0,"PALM VIEW ESTATES LLC, 8780 19TH ST #373, ALTA LOMA, CA 91701",64550 Pierson Blvd,Desert Hot Springs, (909) 981-2700,CA,92240
SANTIAGO  ESTATES OF PEDLEY,RIVERSIDE,33-10701-MP,"3700 Quartz Cyn Rd, Riverside, Ca 92509, (714) 744-4993","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",122.0,0.0,0.0,"SANTIAGO ESTATES OF PEDLEY LLP, PO BOX 11927, SANTA ANA, CA 92711",3700 Quartz Cyn Rd,Riverside, (714) 744-4993,CA,92509
EL RANCHO ESTATES,RIVERSIDE,33-11361-MP,"2450 East Hobson Way, Blythe, Ca 92225, (760) 921-6333","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",109.0,0.0,0.0,"AF PROPERTIES 2015 LLC, 520 W WILLOW ST, LONG BEACH, CA 90806",2450 East Hobson Way,Blythe, (760) 921-6333,CA,92225
NO STAR TRAILER PARK,RIVERSIDE,33-12162-MP,"150 Mapes Rd, Perris, Ca 92570, (951) 657-5744","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",20.0,0.0,0.0,"MINNICH, ROLAND, 150 MAPES RD, PERRIS, CA 92570",150 Mapes Rd,Perris, (951) 657-5744,CA,92570
ALMOND GROVE MOBILEHOME PARK,SACRAMENTO,34-0002-MP,"9127 Greenback Ln, Orangevale, Ca 95662, (916) 969-2565","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",38.0,0.0,0.0,"ALMOND GROVE LP, 1 EMBARCADERO CTR SUITE # 500, SAN FRANCISCO, CA 94111",9127 Greenback Ln,Orangevale, (916) 969-2565,CA,95662
COUNTRY VILLA MP,SACRAMENTO,34-0003-MP,"605 Pringle Ave, Galt, Ca 95632, (209) 744-7074","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",52.0,2.0,0.0,"BELDT, HOMER, 827 BLACK DIAMOND WAY #A, LODI, CA 95240",605 Pringle Ave,Galt, (209) 744-7074,CA,95632
"DELTA BEACH PROPERTIES,LLP",SACRAMENTO,34-0004-MP,"14250 Isleton Rd, Walnut Grove, Ca 95690, (209) 334-6544","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",1.0,23.0,0.0,"DELTA BEACH PROPERTIES , INC, PO BOX 2, WALNUT GROVE, CA 95690",14250 Isleton Rd,Walnut Grove, (209) 334-6544,CA,95690
SOUTHWIND MOBILE ESTATES,SACRAMENTO,34-0005-MP,"7300 Luther Dr, Sacramento, Ca 95823, (916) 393-0330","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",240.0,0.0,0.0,"WILLIAMS, DALE, C/O SOUTHWIND ESTATES 7300 LUTHER DR, SACRAMENTO, CA 95823",7300 Luther Dr,Sacramento, (916) 393-0330,CA,95823
IDEAL TRAILER VILLAGE,SACRAMENTO,34-0008-MP,"5000 Auburn Blvd, Sacramento, Ca 95841, (916) 332-0908","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",42.0,5.0,0.0,"NORTHWIND PROPERTIES LTD, 1654 THE ALAMEDA SUITE # 100, SAN JOSE, CA 95126",5000 Auburn Blvd,Sacramento, (916) 332-0908,CA,95841
CAMELLIA GARDENS MH PARK,SACRAMENTO,34-0009-MP,"3440 Fulton Ave, Sacramento, Ca 95821, (916) 487-5522","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",88.0,0.0,0.0,"SHENANDOAH VALLEY LLC, 16275 MONTEREY ST SUITE # O, MORGAN HILL, CA 95037",3440 Fulton Ave,Sacramento, (916) 487-5522,CA,95821
EAGLE MOBILE PARK,SACRAMENTO,34-0010-MP,"7540 Auburn Blvd, Citrus Heights, Ca 95610, (916) 509-3950","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",19.0,0.0,0.0,"EAGLE MOBILE PARK, LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693",7540 Auburn Blvd,Citrus Heights, (916) 509-3950,CA,95610
COBBLERIDGE MP,SACRAMENTO,34-0011-MP,"1002 Sibley St, Folsom, Ca 95630, (916) 536-1162","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","FOLSOM BUILDING DEPARTMENT, COMMUNITY DEVELOPMENT, 50 NATOMA STREET, FOLSOM, CA 95630",39.0,0.0,0.0,"KATZ, JANET, PO BOX 4803, SAN JOSE, CA 95150",1002 Sibley St,Folsom, (916) 536-1162,CA,95630
TWIN LAKES MANOR,SACRAMENTO,34-0015-MP,"9340 Orangevale Ave, Orangevale, Ca 95662, (916) 988-5272","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",66.0,0.0,0.0,"ALPINE MHP 44BA LLC, 500 GIUSEPPE CT #2, ROSEVILLE, CA 95678",9340 Orangevale Ave,Orangevale, (916) 988-5272,CA,95662
AUBURN PALMS ESTATES,SACRAMENTO,34-0017-MP,"5662 Auburn Blvd, Sacramento, Ca 95841, (916) 339-1109","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",39.0,0.0,0.0,"FOUR J'S PROPERTIES, PO BOX 11427, SANTA ANA, CA 92711",5662 Auburn Blvd,Sacramento, (916) 339-1109,CA,95841
ELEVEN OAKS MHC,SACRAMENTO,34-0019-MP,"4939 Polk St, N Highlands, Ca 95660, (916) 989-5333","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",100.0,31.0,3.0,"ARCADE OAKS SACRAMENTO MOBILE HOME PARK LLC, 3511 DEL PASO RD ROOM 240 SUITE # 160, SACRAMENTO, CA 95835",4939 Polk St,N Highlands, (916) 989-5333,CA,95660
ALL STAR MOBILE HOME PARK,SACRAMENTO,34-0020-MP,"1200 El Camino Ave, Sacramento, Ca 95815, (916) 804-9166","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",69.0,0.0,0.0,"ALL STAR MHP LLC, 3511 DEL PASO RD SUITE 160/147, SACRAMENTO, CA 95835",1200 El Camino Ave,Sacramento, (916) 804-9166,CA,95815
ACORN MHP,SACRAMENTO,34-0021-MP,"5800 Stockton Blvd, Sacramento, Ca 95824, (916) 422-8198","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",17.0,38.0,0.0,"STROTH, DENNIS, 4172 HENSLEY CIR, EL DORADO HILLS, CA 95762",5800 Stockton Blvd,Sacramento, (916) 422-8198,CA,95824
FOLSOM VILLAGE PARK,SACRAMENTO,34-0022-MP,"701 Oakdale St, Folsom, Ca 95630, (916) 985-4206","null, null","FOLSOM BUILDING DEPARTMENT, COMMUNITY DEVELOPMENT, 50 NATOMA STREET, FOLSOM, CA 95630",60.0,0.0,0.0,"COWDEN, DARLENE, 26595 ASCENCION DR, LOS ALTOS HILLS, CA 94022",701 Oakdale St,Folsom, (916) 985-4206,CA,95630
ISLETON TP,SACRAMENTO,34-0028-MP,"14801 Hw 160, Isleton, Ca 95641, (916) 777-6228","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",43.0,0.0,0.0,"ISLETON MHC LLC, 3308 EL CAMINO AVE SUITE # 300-608, SACRAMENTO, CA 95821",14801 Hw 160,Isleton, (916) 777-6228,CA,95641
KOKET RESORT LLC,SACRAMENTO,34-0031-MP,"14174 Isleton Rd, Isleton, Ca 95641, (916) 776-1488","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5.0,35.0,10.0,"KOKET RESORT LLC, PO BOX 436, WALNUT GROVE, CA 95690",14174 Isleton Rd,Isleton, (916) 776-1488,CA,95641
AUBURN VISTA,SACRAMENTO,34-0032-MP,"7721 Auburn Blvd, Citrus Heights, Ca 95610, (530) 878-7373","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",27.0,0.0,0.0,"AXELBAUM, LARRY, PO BOX 787, APPLEGATE, CA 95703",7721 Auburn Blvd,Citrus Heights, (530) 878-7373,CA,95610
ARDEN ACRES INC,SACRAMENTO,34-0033-MP,"2421 Clay St, Sacramento, Ca 95815, (916) 648-1839","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",50.0,0.0,0.0,"ARDEN ACRES INC, 210 NEWELL STREET, VALLEJO, CA 94589",2421 Clay St,Sacramento, (916) 648-1839,CA,95815
M & M MHP,SACRAMENTO,34-0034-MP,"1750 Auburn Blvd, Sacramento, Ca 95815, (916) 564-5933","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",60.0,0.0,0.0,"BROWN, GARY & LINDA, PO BOX 539, COLOMA, CA 95613",1750 Auburn Blvd,Sacramento, (916) 564-5933,CA,95815
MCCLELLAN MOBILEHOME PARK,SACRAMENTO,34-0036-MP,"5050 Roseville Rd, N Highlands, Ca 95660, (916) 332-0812","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",128.0,71.0,0.0,"MCCLELLAN MOBILEHOME PARK LP, 2360 LINDBERGH ST, AUBURN, CA 95602",5050 Roseville Rd,N Highlands, (916) 332-0812,CA,95660
CASA GRANDE MOBILE VILLAGE,SACRAMENTO,34-0037-MP,"2312 Auburn Blvd, Sacramento, Ca 95821, (530) 695-1484","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",43.0,0.0,0.0,"ENGDAHL, RICHARD, 10235 LARKIN RD #23, LIVE OAK, CA 95953",2312 Auburn Blvd,Sacramento, (530) 695-1484,CA,95821
"SACRAMENTO SHADE RV PARK , LLC",SACRAMENTO,34-0041-MP,"2150 Auburn Blvd, Sacramento, Ca 95821, (916) 922-0814","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",90.0,0.0,0.0,"SACRAMENTO SHADE RV PARK, LLC, C/O JOHN GRANT 11510 CAMINITO GARCIA, SAN DIEGO, CA 92131",2150 Auburn Blvd,Sacramento, (916) 922-0814,CA,95821
SUNSHINE MOBILE HOME PARK,SACRAMENTO,34-0042-MP,"6132 Main Ave, Orangevale, Ca 95662, (916) 988-7211","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",74.0,9.0,0.0,"SUNSHINE MHP, LLC, PO BOX 7537, MENLO PARK, CA 94026",6132 Main Ave,Orangevale, (916) 988-7211,CA,95662
WESTERNER MHP,SACRAMENTO,34-0045-MP,"8476 Stockton Blvd, Elk Grove, Ca 95624, (916) 688-1113","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",47.0,0.0,0.0,"WESTERNER MUTUAL HOUSING ASSOCIATION, 8001 FRUITRIDGE RD SUITE # A, SACRAMENTO, CA 95820",8476 Stockton Blvd,Elk Grove, (916) 688-1113,CA,95624
PIONEER MHP,SACRAMENTO,34-0047-MP,"6239 Main Ave, Orangevale, Ca 95662, (916) 988-4295","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",43.0,0.0,0.0,"NJC HOLDINGS, LP, 301 E 17TH ST SUITE # 208, COSTA MESA, CA 92627",6239 Main Ave,Orangevale, (916) 988-4295,CA,95662
PLANTATION MHP,SACRAMENTO,34-0048-MP,"7440 Stockton Blvd, Sacramento, Ca 95823, (888) 299-1171","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",31.0,3.0,10.0,"NORTHERN ESTATE, C/O WILNGUYEN TRAN 7902 GERBER RD # 225, SACRAMENTO, CA 95828",7440 Stockton Blvd,Sacramento, (888) 299-1171,CA,95823
AMERICAN RIVER MHP,SACRAMENTO,34-0049-MP,"6480 Main Ave, Orangevale, Ca 95662, (916) 988-2107","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",60.0,0.0,0.0,"HELD, RICHARD, 1280 WAGSTAFF RD SPACE # 46, PARADISE, CA 95969",6480 Main Ave,Orangevale, (916) 988-2107,CA,95662
RIVERDALE MHP,SACRAMENTO,34-0054-MP,"1501 Northgate Blvd, Sacramento, Ca 95815, (916) 927-6929","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",80.0,0.0,0.0,"PRIME WEST INVESTMENTS INC, ATTN LINDA FRAZIER PO BOX 987, WINTERS, CA 95694",1501 Northgate Blvd,Sacramento, (916) 927-6929,CA,95815
FREEPORT RV PARK,SACRAMENTO,34-0055-MP,"8249 Freeport Blvd, Sacramento, Ca 95832, (916) 665-1169","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",25.0,0.0,0.0,"LANDEROS, JAMES, 12 EAST COVE, SACRAMENTO, CA 95831",8249 Freeport Blvd,Sacramento, (916) 665-1169,CA,95832
SACRAMENTO VILLAGE RV & MHP,SACRAMENTO,34-0056-MP,"2644 Beaumont St, Sacramento, Ca 95815, (916) 925-1184","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",38.0,0.0,0.0,"HAZARD, CHRISTINA, C/O STORZ MANAGEMENT CO ATTN: CAREY P.O. BOX 580, ORANGEVALE, CA 95662",2644 Beaumont St,Sacramento, (916) 925-1184,CA,95815
ASPEN GROVE MOBILE HOME & RV COMMUNITY,SACRAMENTO,34-0057-MP,"10288 Mc Cracken Dr, Rancho Cordova, Ca 95670, (530) 313-0330","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",22.0,12.0,3.0,"ASPEN GROVE MHP, PO BOX 119, PLACIDA, FL 33946",10288 Mc Cracken Dr,Rancho Cordova, (530) 313-0330,CA,95670
HAGGINWOOD VILLAGE,SACRAMENTO,34-0058-MP,"3350 Auburn Blvd, Sacramento, Ca 95821, (916) 483-9477","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",26.0,36.0,1.0,"MOONEY, JOE, C/O STORZ MANAGEMENT CO PO BOX 580, ORANGEVALE, CA 95662",3350 Auburn Blvd,Sacramento, (916) 483-9477,CA,95821
RUCKER MOBILE HOME PARK,SACRAMENTO,34-0063-MP,"5820 Stockton Blvd, Sacramento, Ca 95824, (209) 322-3148","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6.0,12.0,0.0,"RUCKER, CHARLES, C/O CCI-ATTN: ASHLEY P.O. BOX 1649, OAKDALE, CA 95361",5820 Stockton Blvd,Sacramento, (209) 322-3148,CA,95824
IMPERIAL MANOR MOBILE HOME COMMUNITY,SACRAMENTO,34-0064-MP,"5935 Auburn Blvd, Citrus Heights, Ca 95621, (831) 475-0335","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",185.0,0.0,0.0,"KAYLAND OF SACRAMENTO, LLC, C/O EVANS MGMT SERVICES 871 38TH AVE, SANTA CRUZ, CA 95062",5935 Auburn Blvd,Citrus Heights, (831) 475-0335,CA,95621
HAGGIN OAKS ESTATES,SACRAMENTO,34-0068-MP,"3700 Morse Ave, Sacramento, Ca 95821, (916) 989-5333","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",74.0,0.0,0.0,"D.J. MOBILE LLC, PO BOX 580, ORANGEVALE, CA 95662",3700 Morse Ave,Sacramento, (916) 989-5333,CA,95821
EL CAMINO MOBILE HOME PARK & RV,SACRAMENTO,34-0069-MP,"1301 El Camino Ave, Sacramento, Ca 95815, (916) 922-1060","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",49.0,0.0,0.0,"HUKILL, AARON, 1301 EL CAMINO AVENUE, SACRAMENTO, CA 95815",1301 El Camino Ave,Sacramento, (916) 922-1060,CA,95815
AUBURN VILLA MOBILE HOME & RV PARK,SACRAMENTO,34-0075-MP,"5867 Auburn Blvd, Sacramento, Ca 95841, (916) 344-5250","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",58.0,0.0,0.0,"AUBURN VILLA, LLC, PO BOX 7537, MENLO PARK, CA 94026",5867 Auburn Blvd,Sacramento, (916) 344-5250,CA,95841
EDGEWATER MHP,SACRAMENTO,34-0080-MP,"4222 Lelia Dr, Rio Vista, Ca 94571, (916) 777-4246","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",29.0,0.0,6.0,"DAVIS, BRUCE, 4120 DOUGLAS BLVD. #306-123, GRANITE BAY, CA 95746",4222 Lelia Dr,Rio Vista, (916) 777-4246,CA,94571
SACRAMENTO SUN RV PARK,SACRAMENTO,34-0083-MP,"3330 Auburn Blvd, Sacramento, Ca 95821, (916) 483-1468","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32.0,3.0,0.0,"SACRAMENTO ARCADE MOBILE HOME AND RV PARK LLC, 3511 DEL PASO ROAD SUITE 160, ROOM 240, SACRAMENTO, CA 95835",3330 Auburn Blvd,Sacramento, (916) 483-1468,CA,95821
PARK ROYAL ESTATES,SACRAMENTO,34-0084-MP,"2910 Routier Rd, Sacramento, Ca 95827, (888) 508-8344","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",95.0,0.0,0.0,"PARK ROYAL ESTATES MHC, LLC, 3511 DEL PASO RD # 160 147, SACRAMENTO, CA 95835",2910 Routier Rd,Sacramento, (888) 508-8344,CA,95827
SILVER EAGLE MOBILE HOME PARK,SACRAMENTO,34-0087-MP,"411 W Silver Eagle Rd, Sacramento, Ca 95834, (916) 925-1575","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",156.0,0.0,0.0,"SILVER EAGLE MHC LP, PO BOX 539 C/O LINDA BROWN, COLOMA, CA 95613",411 W Silver Eagle Rd,Sacramento, (916) 925-1575,CA,95834
GALT MOBILE ESTATES,SACRAMENTO,34-0088-MP,"820 N Lincoln Way, Galt, Ca 95632, (209) 745-3010","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",100.0,36.0,0.0,"RANCHO GRANDE INVESTORS, PO BOX 580, ORANGEVALE, CA 95662",820 N Lincoln Way,Galt, (209) 745-3010,CA,95632
MARK J MHP,SACRAMENTO,34-0089-MP,"4724 Madison Ave, Sacramento, Ca 95841, (916) 332-4642","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",68.0,0.0,0.0,"MARK J MH PARK AND RV LLC, 3308 EL CAMINO AVE 300-608, SACRAMENTO, CA 95821",4724 Madison Ave,Sacramento, (916) 332-4642,CA,95841
LAKEPARK ESTATES,SACRAMENTO,34-0093-MP,"7525 Folsom Auburn Rd, Folsom, Ca 95630, (916) 988-2721","null, null","FOLSOM BUILDING DEPARTMENT, COMMUNITY DEVELOPMENT, 50 NATOMA STREET, FOLSOM, CA 95630",196.0,0.0,0.0,"MATTINGLY INVESTMENTS, 200 ROBIN LN, FOLSOM, CA 95630",7525 Folsom Auburn Rd,Folsom, (916) 988-2721,CA,95630
EL DORADO MHP,SACRAMENTO,34-0095-MP,"6435 Orange Ave, Sacramento, Ca 95823, (916) 429-8239","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",128.0,0.0,0.0,"ELDORADO MHP ASSET PARTNERS, LP, PO BOX 2308, LAGUNA HILLS, CA 92654",6435 Orange Ave,Sacramento, (916) 429-8239,CA,95823
"LIGHTHOUSE MARINA, RESTAURANT & RESORT",SACRAMENTO,34-0096-MP,"151 Brannan Island Rd, Isleton, Ca 95641, (916) 777-5511","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",24.0,120.0,56.0,"151 BRANNAN ISLAND ROAD, LLC, 1000 4TH ST #595, SAN RAFAEL, CA 94901",151 Brannan Island Rd,Isleton, (916) 777-5511,CA,95641
NORTH SACRAMENTO MHP,SACRAMENTO,34-0097-MP,"902 Del Paso Blvd, Sacramento, Ca 95815, (916) 922-4429","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",143.0,0.0,0.0,"NORTH SACRAMENTO MOBILEHOME PARK, C/O STORZ MGMT PO BOX 580, ORANGEVALE, CA 95662",902 Del Paso Blvd,Sacramento, (916) 922-4429,CA,95815
KORTHS PIRATES LAIR MARINA,SACRAMENTO,34-0098-MP,"169 W Brannan Island Rd, Isleton, Ca 95641, (916) 777-6464","null, null","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",27.0,21.0,0.0,"EL KAY MARINA, INC, 169 W BRANNAN ISLAND RD, ISLETON, CA 95641",169 W Brannan Island Rd,Isleton, (916) 777-6464,CA,95641
